

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 1; fitness: 3.752975927839514; player life: 0; enemy life: 90.0; time: 190
RUN: run status: enemy: 3; fitness: 21.17399989261955; player life: 0; enemy life: 70.0; time: 339

RUN: run status: enemy: 3; fitness: 21.937404966973034; player life: 0; enemy life: 70.0; time: 158

RUN: run status: enemy: 3; fitness: 21.17399989261955; player life: 0; enemy life: 70.0; time: 339

RUN: run status: enemy: 3; fitness: 21.937404966973034; player life: 0; enemy life: 70.0; time: 158

RUN: run status: enemy: 3; fitness: 21.17399989261955; player life: 0; enemy life: 70.0; time: 339

RUN: run status: enemy: 3; fitness: 21.937404966973034; player life: 0; enemy life: 70.0; time: 158

RUN: run status: enemy: 3; fitness: 21.17399989261955; player life: 0; enemy life: 70.0; time: 339

RUN: run status: enemy: 3; fitness: 21.937404966973034; player life: 0; enemy life: 70.0; time: 158

RUN: run status: enemy: 3; fitness: 21.17399989261955; player life: 0; enemy life: 70.0; time: 339

RUN: run status: enemy: 3; fitness: 21.937404966973034; player life: 0; enemy life: 70.0; time: 158

PARAMETER CHANGE: enemies = [4]

RUN: run status: enemy: 4; fitness: 21.747726571953372; player life: 0; enemy life: 70.0; time: 191

RUN: run status: enemy: 4; fitness: 21.721885340769482; player life: 0; enemy life: 70.0; time: 196

RUN: run status: enemy: 4; fitness: 21.747726571953372; player life: 0; enemy life: 70.0; time: 191

RUN: run status: enemy: 4; fitness: 21.721885340769482; player life: 0; enemy life: 70.0; time: 196

RUN: run status: enemy: 4; fitness: 21.747726571953372; player life: 0; enemy life: 70.0; time: 191

RUN: run status: enemy: 4; fitness: 21.721885340769482; player life: 0; enemy life: 70.0; time: 196

RUN: run status: enemy: 4; fitness: 21.747726571953372; player life: 0; enemy life: 70.0; time: 191

RUN: run status: enemy: 4; fitness: 21.721885340769482; player life: 0; enemy life: 70.0; time: 196

RUN: run status: enemy: 4; fitness: 21.747726571953372; player life: 0; enemy life: 70.0; time: 191

RUN: run status: enemy: 4; fitness: 21.721885340769482; player life: 0; enemy life: 70.0; time: 196

PARAMETER CHANGE: enemies = [5]

RUN: run status: enemy: 5; fitness: 85.92324619773174; player life: 16.000000000000227; enemy life: 0; time: 292

RUN: run status: enemy: 5; fitness: 11.84939723155372; player life: 0; enemy life: 80.0; time: 469

RUN: run status: enemy: 5; fitness: 88.22901301948916; player life: 38.20000000000028; enemy life: 0; time: 268

RUN: run status: enemy: 5; fitness: 11.826213896098064; player life: 0; enemy life: 80.0; time: 480

RUN: run status: enemy: 5; fitness: 87.12324619773175; player life: 28.000000000000256; enemy life: 0; time: 292

RUN: run status: enemy: 5; fitness: 11.853670742331103; player life: 0; enemy life: 80.0; time: 467

RUN: run status: enemy: 5; fitness: 88.94901301948917; player life: 45.4000000000003; enemy life: 0; time: 268

RUN: run status: enemy: 5; fitness: 11.789399922975347; player life: 0; enemy life: 80.0; time: 498

RUN: run status: enemy: 5; fitness: 88.22901301948916; player life: 38.20000000000028; enemy life: 0; time: 268

RUN: run status: enemy: 5; fitness: 11.817915093283368; player life: 0; enemy life: 80.0; time: 484

PARAMETER CHANGE: enemies = [6]

RUN: run status: enemy: 6; fitness: 13.009567413221264; player life: 0; enemy life: 80.0; time: 147

RUN: run status: enemy: 6; fitness: 66.13070308686622; player life: 0; enemy life: 20.0; time: 354

RUN: run status: enemy: 6; fitness: 13.009567413221264; player life: 0; enemy life: 80.0; time: 147

RUN: run status: enemy: 6; fitness: 66.13070308686622; player life: 0; enemy life: 20.0; time: 354

RUN: run status: enemy: 6; fitness: 13.009567413221264; player life: 0; enemy life: 80.0; time: 147

RUN: run status: enemy: 6; fitness: 66.13070308686622; player life: 0; enemy life: 20.0; time: 354

RUN: run status: enemy: 6; fitness: 13.009567413221264; player life: 0; enemy life: 80.0; time: 147

RUN: run status: enemy: 6; fitness: 66.13070308686622; player life: 0; enemy life: 20.0; time: 354

RUN: run status: enemy: 6; fitness: 13.009567413221264; player life: 0; enemy life: 80.0; time: 147

RUN: run status: enemy: 6; fitness: 66.13070308686622; player life: 0; enemy life: 20.0; time: 354

PARAMETER CHANGE: enemies = [7]

RUN: run status: enemy: 7; fitness: 57.24425778641309; player life: 0; enemy life: 30.0; time: 316

RUN: run status: enemy: 7; fitness: 66.5361681949744; player life: 0; enemy life: 20.0; time: 236

RUN: run status: enemy: 7; fitness: 57.24425778641309; player life: 0; enemy life: 30.0; time: 316

RUN: run status: enemy: 7; fitness: 66.5361681949744; player life: 0; enemy life: 20.0; time: 236

RUN: run status: enemy: 7; fitness: 57.24425778641309; player life: 0; enemy life: 30.0; time: 316

RUN: run status: enemy: 7; fitness: 66.5361681949744; player life: 0; enemy life: 20.0; time: 236

RUN: run status: enemy: 7; fitness: 57.24425778641309; player life: 0; enemy life: 30.0; time: 316

RUN: run status: enemy: 7; fitness: 66.5361681949744; player life: 0; enemy life: 20.0; time: 236

RUN: run status: enemy: 7; fitness: 57.24425778641309; player life: 0; enemy life: 30.0; time: 316

RUN: run status: enemy: 7; fitness: 66.5361681949744; player life: 0; enemy life: 20.0; time: 236

PARAMETER CHANGE: enemies = [8]

RUN: run status: enemy: 8; fitness: 86.27858578874554; player life: 22.600000000000243; enemy life: 0; time: 396

RUN: run status: enemy: 8; fitness: 86.12628484395722; player life: 21.40000000000024; enemy life: 0; time: 409

RUN: run status: enemy: 8; fitness: 86.27858578874554; player life: 22.600000000000243; enemy life: 0; time: 396

RUN: run status: enemy: 8; fitness: 86.12628484395722; player life: 21.40000000000024; enemy life: 0; time: 409

RUN: run status: enemy: 8; fitness: 86.27858578874554; player life: 22.600000000000243; enemy life: 0; time: 396

RUN: run status: enemy: 8; fitness: 86.12628484395722; player life: 21.40000000000024; enemy life: 0; time: 409

RUN: run status: enemy: 8; fitness: 86.27858578874554; player life: 22.600000000000243; enemy life: 0; time: 396

RUN: run status: enemy: 8; fitness: 86.12628484395722; player life: 21.40000000000024; enemy life: 0; time: 409

RUN: run status: enemy: 8; fitness: 86.27858578874554; player life: 22.600000000000243; enemy life: 0; time: 396

RUN: run status: enemy: 8; fitness: 86.12628484395722; player life: 21.40000000000024; enemy life: 0; time: 409

PARAMETER CHANGE: enemies = [1]

RUN: run status: enemy: 1; fitness: 12.790513847158579; player life: 0; enemy life: 80.0; time: 183

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.790513847158579; player life: 0; enemy life: 80.0; time: 183

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.790513847158579; player life: 0; enemy life: 80.0; time: 183

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.790513847158579; player life: 0; enemy life: 80.0; time: 183

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.790513847158579; player life: 0; enemy life: 80.0; time: 183

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

PARAMETER CHANGE: enemies = [2]

RUN: run status: enemy: 2; fitness: 87.48200618758324; player life: 26; enemy life: 0; time: 167

RUN: run status: enemy: 2; fitness: 89.93740496697303; player life: 50; enemy life: 0; time: 158

RUN: run status: enemy: 2; fitness: 87.48200618758324; player life: 26; enemy life: 0; time: 167

RUN: run status: enemy: 2; fitness: 89.93740496697303; player life: 50; enemy life: 0; time: 158

RUN: run status: enemy: 2; fitness: 87.48200618758324; player life: 26; enemy life: 0; time: 167

RUN: run status: enemy: 2; fitness: 89.93740496697303; player life: 50; enemy life: 0; time: 158

RUN: run status: enemy: 2; fitness: 87.48200618758324; player life: 26; enemy life: 0; time: 167

RUN: run status: enemy: 2; fitness: 89.93740496697303; player life: 50; enemy life: 0; time: 158

RUN: run status: enemy: 2; fitness: 87.48200618758324; player life: 26; enemy life: 0; time: 167

RUN: run status: enemy: 2; fitness: 89.93740496697303; player life: 50; enemy life: 0; time: 158

PARAMETER CHANGE: enemies = [3]

RUN: run status: enemy: 3; fitness: 22.179718434394964; player life: 0; enemy life: 70.0; time: 124

RUN: run status: enemy: 3; fitness: 4.31786877287578; player life: 0; enemy life: 90.0; time: 108

RUN: run status: enemy: 3; fitness: 22.179718434394964; player life: 0; enemy life: 70.0; time: 124

RUN: run status: enemy: 3; fitness: 4.31786877287578; player life: 0; enemy life: 90.0; time: 108

RUN: run status: enemy: 3; fitness: 22.179718434394964; player life: 0; enemy life: 70.0; time: 124

RUN: run status: enemy: 3; fitness: 4.31786877287578; player life: 0; enemy life: 90.0; time: 108

RUN: run status: enemy: 3; fitness: 22.179718434394964; player life: 0; enemy life: 70.0; time: 124

RUN: run status: enemy: 3; fitness: 4.31786877287578; player life: 0; enemy life: 90.0; time: 108

RUN: run status: enemy: 3; fitness: 22.179718434394964; player life: 0; enemy life: 70.0; time: 124

RUN: run status: enemy: 3; fitness: 4.31786877287578; player life: 0; enemy life: 90.0; time: 108

PARAMETER CHANGE: enemies = [4]

RUN: run status: enemy: 4; fitness: 30.409013019489144; player life: 0; enemy life: 60.0; time: 268

RUN: run status: enemy: 4; fitness: 12.63402398497815; player life: 0; enemy life: 80.0; time: 214

RUN: run status: enemy: 4; fitness: 30.409013019489144; player life: 0; enemy life: 60.0; time: 268

RUN: run status: enemy: 4; fitness: 12.63402398497815; player life: 0; enemy life: 80.0; time: 214

RUN: run status: enemy: 4; fitness: 30.409013019489144; player life: 0; enemy life: 60.0; time: 268

RUN: run status: enemy: 4; fitness: 12.63402398497815; player life: 0; enemy life: 80.0; time: 214

RUN: run status: enemy: 4; fitness: 30.409013019489144; player life: 0; enemy life: 60.0; time: 268

RUN: run status: enemy: 4; fitness: 12.63402398497815; player life: 0; enemy life: 80.0; time: 214

RUN: run status: enemy: 4; fitness: 30.409013019489144; player life: 0; enemy life: 60.0; time: 268

RUN: run status: enemy: 4; fitness: 12.63402398497815; player life: 0; enemy life: 80.0; time: 214

PARAMETER CHANGE: enemies = [5]

RUN: run status: enemy: 5; fitness: 90.0252886203982; player life: 56.20000000000032; enemy life: 0; time: 269

RUN: run status: enemy: 5; fitness: 2.8558143658743544; player life: 0; enemy life: 90.0; time: 466

RUN: run status: enemy: 5; fitness: 89.6652886203982; player life: 52.600000000000314; enemy life: 0; time: 269

RUN: run status: enemy: 5; fitness: 11.906430229954864; player life: 0; enemy life: 80.0; time: 443

RUN: run status: enemy: 5; fitness: 89.3052886203982; player life: 49.000000000000306; enemy life: 0; time: 269

RUN: run status: enemy: 5; fitness: 2.9064302299548643; player life: 0; enemy life: 90.0; time: 443

RUN: run status: enemy: 5; fitness: 88.7652886203982; player life: 43.60000000000029; enemy life: 0; time: 269

RUN: run status: enemy: 5; fitness: 2.824132729894239; player life: 0; enemy life: 90.0; time: 481

RUN: run status: enemy: 5; fitness: 88.5852886203982; player life: 41.80000000000029; enemy life: 0; time: 269

RUN: run status: enemy: 5; fitness: 2.851531704082353; player life: 0; enemy life: 90.0; time: 468

PARAMETER CHANGE: enemies = [6]

RUN: run status: enemy: 6; fitness: 66.14206684551654; player life: 0; enemy life: 20.0; time: 350

RUN: run status: enemy: 6; fitness: 57.36521039683075; player life: 0; enemy life: 30.0; time: 280

RUN: run status: enemy: 6; fitness: 66.14206684551654; player life: 0; enemy life: 20.0; time: 350

RUN: run status: enemy: 6; fitness: 57.36521039683075; player life: 0; enemy life: 30.0; time: 280

RUN: run status: enemy: 6; fitness: 66.14206684551654; player life: 0; enemy life: 20.0; time: 350

RUN: run status: enemy: 6; fitness: 57.36521039683075; player life: 0; enemy life: 30.0; time: 280

RUN: run status: enemy: 6; fitness: 66.14206684551654; player life: 0; enemy life: 20.0; time: 350

RUN: run status: enemy: 6; fitness: 57.36521039683075; player life: 0; enemy life: 30.0; time: 280

RUN: run status: enemy: 6; fitness: 66.14206684551654; player life: 0; enemy life: 20.0; time: 350

RUN: run status: enemy: 6; fitness: 57.36521039683075; player life: 0; enemy life: 30.0; time: 280

PARAMETER CHANGE: enemies = [7]

RUN: run status: enemy: 7; fitness: 66.24425778641309; player life: 0; enemy life: 20.0; time: 316

RUN: run status: enemy: 7; fitness: 57.470570912488576; player life: 0; enemy life: 30.0; time: 252

RUN: run status: enemy: 7; fitness: 66.24425778641309; player life: 0; enemy life: 20.0; time: 316

RUN: run status: enemy: 7; fitness: 57.470570912488576; player life: 0; enemy life: 30.0; time: 252

RUN: run status: enemy: 7; fitness: 66.24425778641309; player life: 0; enemy life: 20.0; time: 316

RUN: run status: enemy: 7; fitness: 57.470570912488576; player life: 0; enemy life: 30.0; time: 252

RUN: run status: enemy: 7; fitness: 66.24425778641309; player life: 0; enemy life: 20.0; time: 316

RUN: run status: enemy: 7; fitness: 57.470570912488576; player life: 0; enemy life: 30.0; time: 252

RUN: run status: enemy: 7; fitness: 66.24425778641309; player life: 0; enemy life: 20.0; time: 316

RUN: run status: enemy: 7; fitness: 57.470570912488576; player life: 0; enemy life: 30.0; time: 252

PARAMETER CHANGE: enemies = [8]

RUN: run status: enemy: 8; fitness: 12.0572006248733; player life: 0; enemy life: 80.0; time: 381

RUN: run status: enemy: 8; fitness: 86.14853545289205; player life: 21.40000000000024; enemy life: 0; time: 400

RUN: run status: enemy: 8; fitness: 12.0572006248733; player life: 0; enemy life: 80.0; time: 381

RUN: run status: enemy: 8; fitness: 86.14853545289205; player life: 21.40000000000024; enemy life: 0; time: 400

RUN: run status: enemy: 8; fitness: 12.0572006248733; player life: 0; enemy life: 80.0; time: 381

RUN: run status: enemy: 8; fitness: 86.14853545289205; player life: 21.40000000000024; enemy life: 0; time: 400

RUN: run status: enemy: 8; fitness: 12.0572006248733; player life: 0; enemy life: 80.0; time: 381

RUN: run status: enemy: 8; fitness: 86.14853545289205; player life: 21.40000000000024; enemy life: 0; time: 400

RUN: run status: enemy: 8; fitness: 12.0572006248733; player life: 0; enemy life: 80.0; time: 381

RUN: run status: enemy: 8; fitness: 86.14853545289205; player life: 21.40000000000024; enemy life: 0; time: 400

PARAMETER CHANGE: enemies = [1]

RUN: run status: enemy: 1; fitness: -5.780743515792329; player life: 0; enemy life: 100; time: 324

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -5.780743515792329; player life: 0; enemy life: 100; time: 324

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -5.780743515792329; player life: 0; enemy life: 100; time: 324

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -5.780743515792329; player life: 0; enemy life: 100; time: 324

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -5.780743515792329; player life: 0; enemy life: 100; time: 324

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

PARAMETER CHANGE: enemies = [2]

RUN: run status: enemy: 2; fitness: 92.52482618476617; player life: 76; enemy life: 0; time: 160

RUN: run status: enemy: 2; fitness: 89.96355803717006; player life: 52; enemy life: 0; time: 188

RUN: run status: enemy: 2; fitness: 92.52482618476617; player life: 76; enemy life: 0; time: 160

RUN: run status: enemy: 2; fitness: 89.96355803717006; player life: 52; enemy life: 0; time: 188

RUN: run status: enemy: 2; fitness: 92.52482618476617; player life: 76; enemy life: 0; time: 160

RUN: run status: enemy: 2; fitness: 89.96355803717006; player life: 52; enemy life: 0; time: 188

RUN: run status: enemy: 2; fitness: 92.52482618476617; player life: 76; enemy life: 0; time: 160

RUN: run status: enemy: 2; fitness: 89.96355803717006; player life: 52; enemy life: 0; time: 188

RUN: run status: enemy: 2; fitness: 92.52482618476617; player life: 76; enemy life: 0; time: 160

RUN: run status: enemy: 2; fitness: 89.96355803717006; player life: 52; enemy life: 0; time: 188

PARAMETER CHANGE: enemies = [3]

RUN: run status: enemy: 3; fitness: 21.638707834290575; player life: 0; enemy life: 70.0; time: 213

RUN: run status: enemy: 3; fitness: 13.171686262697698; player life: 0; enemy life: 80.0; time: 125

RUN: run status: enemy: 3; fitness: 21.638707834290575; player life: 0; enemy life: 70.0; time: 213

RUN: run status: enemy: 3; fitness: 13.171686262697698; player life: 0; enemy life: 80.0; time: 125

RUN: run status: enemy: 3; fitness: 21.638707834290575; player life: 0; enemy life: 70.0; time: 213

RUN: run status: enemy: 3; fitness: 13.171686262697698; player life: 0; enemy life: 80.0; time: 125

RUN: run status: enemy: 3; fitness: 21.638707834290575; player life: 0; enemy life: 70.0; time: 213

RUN: run status: enemy: 3; fitness: 13.171686262697698; player life: 0; enemy life: 80.0; time: 125

RUN: run status: enemy: 3; fitness: 21.638707834290575; player life: 0; enemy life: 70.0; time: 213

RUN: run status: enemy: 3; fitness: 13.171686262697698; player life: 0; enemy life: 80.0; time: 125

PARAMETER CHANGE: enemies = [4]

RUN: run status: enemy: 4; fitness: 12.333573311887568; player life: 0; enemy life: 80.0; time: 289

RUN: run status: enemy: 4; fitness: 21.696695091940924; player life: 0; enemy life: 70.0; time: 201

RUN: run status: enemy: 4; fitness: 12.333573311887568; player life: 0; enemy life: 80.0; time: 289

RUN: run status: enemy: 4; fitness: 21.696695091940924; player life: 0; enemy life: 70.0; time: 201

RUN: run status: enemy: 4; fitness: 12.333573311887568; player life: 0; enemy life: 80.0; time: 289

RUN: run status: enemy: 4; fitness: 21.696695091940924; player life: 0; enemy life: 70.0; time: 201

RUN: run status: enemy: 4; fitness: 12.333573311887568; player life: 0; enemy life: 80.0; time: 289

RUN: run status: enemy: 4; fitness: 21.696695091940924; player life: 0; enemy life: 70.0; time: 201

RUN: run status: enemy: 4; fitness: 12.333573311887568; player life: 0; enemy life: 80.0; time: 289

RUN: run status: enemy: 4; fitness: 21.696695091940924; player life: 0; enemy life: 70.0; time: 201

PARAMETER CHANGE: enemies = [5]

RUN: run status: enemy: 5; fitness: 15.032244721017893; player life: 39.40000000000028; enemy life: 80.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.15945347071131; player life: 0; enemy life: 30.0; time: 935

RUN: run status: enemy: 5; fitness: 14.67224472101789; player life: 35.800000000000274; enemy life: 80.0; time: 1000

RUN: run status: enemy: 5; fitness: 47.228064444160395; player life: 0; enemy life: 40.0; time: 873

RUN: run status: enemy: 5; fitness: 14.01224472101789; player life: 29.20000000000026; enemy life: 80.0; time: 1000

RUN: run status: enemy: 5; fitness: 56.22921057609102; player life: 0; enemy life: 30.0; time: 872

RUN: run status: enemy: 5; fitness: 14.072244721017888; player life: 29.80000000000026; enemy life: 80.0; time: 1000

RUN: run status: enemy: 5; fitness: 20.225776113642386; player life: 0; enemy life: 70.0; time: 875

RUN: run status: enemy: 5; fitness: 15.632244721017894; player life: 45.4000000000003; enemy life: 80.0; time: 1000

RUN: run status: enemy: 5; fitness: 38.244231078015744; player life: 0; enemy life: 50.0; time: 859

PARAMETER CHANGE: enemies = [6]

RUN: run status: enemy: 6; fitness: 21.478539082137754; player life: 0; enemy life: 70.0; time: 250

RUN: run status: enemy: 6; fitness: 65.34972095141258; player life: 0; enemy life: 20.0; time: 773

RUN: run status: enemy: 6; fitness: 21.478539082137754; player life: 0; enemy life: 70.0; time: 250

RUN: run status: enemy: 6; fitness: 65.34972095141258; player life: 0; enemy life: 20.0; time: 773

RUN: run status: enemy: 6; fitness: 21.478539082137754; player life: 0; enemy life: 70.0; time: 250

RUN: run status: enemy: 6; fitness: 65.34972095141258; player life: 0; enemy life: 20.0; time: 773

RUN: run status: enemy: 6; fitness: 21.478539082137754; player life: 0; enemy life: 70.0; time: 250

RUN: run status: enemy: 6; fitness: 65.34972095141258; player life: 0; enemy life: 20.0; time: 773

RUN: run status: enemy: 6; fitness: 21.478539082137754; player life: 0; enemy life: 70.0; time: 250

RUN: run status: enemy: 6; fitness: 65.34972095141258; player life: 0; enemy life: 20.0; time: 773

PARAMETER CHANGE: enemies = [7]

RUN: run status: enemy: 7; fitness: 66.61550493721091; player life: 0; enemy life: 20.0; time: 218

RUN: run status: enemy: 7; fitness: 48.58835394814496; player life: 0; enemy life: 40.0; time: 224

RUN: run status: enemy: 7; fitness: 66.61550493721091; player life: 0; enemy life: 20.0; time: 218

RUN: run status: enemy: 7; fitness: 48.58835394814496; player life: 0; enemy life: 40.0; time: 224

RUN: run status: enemy: 7; fitness: 66.61550493721091; player life: 0; enemy life: 20.0; time: 218

RUN: run status: enemy: 7; fitness: 48.58835394814496; player life: 0; enemy life: 40.0; time: 224

RUN: run status: enemy: 7; fitness: 66.61550493721091; player life: 0; enemy life: 20.0; time: 218

RUN: run status: enemy: 7; fitness: 48.58835394814496; player life: 0; enemy life: 40.0; time: 224

RUN: run status: enemy: 7; fitness: 66.61550493721091; player life: 0; enemy life: 20.0; time: 218

RUN: run status: enemy: 7; fitness: 48.58835394814496; player life: 0; enemy life: 40.0; time: 224

PARAMETER CHANGE: enemies = [8]

RUN: run status: enemy: 8; fitness: 3.6247215923158347; player life: 0; enemy life: 90.0; time: 216

RUN: run status: enemy: 8; fitness: 30.557582289478205; player life: 0; enemy life: 60.0; time: 231

RUN: run status: enemy: 8; fitness: 3.6247215923158347; player life: 0; enemy life: 90.0; time: 216

RUN: run status: enemy: 8; fitness: 30.557582289478205; player life: 0; enemy life: 60.0; time: 231

RUN: run status: enemy: 8; fitness: 3.6247215923158347; player life: 0; enemy life: 90.0; time: 216

RUN: run status: enemy: 8; fitness: 30.557582289478205; player life: 0; enemy life: 60.0; time: 231

RUN: run status: enemy: 8; fitness: 3.6247215923158347; player life: 0; enemy life: 90.0; time: 216

RUN: run status: enemy: 8; fitness: 30.557582289478205; player life: 0; enemy life: 60.0; time: 231

RUN: run status: enemy: 8; fitness: 3.6247215923158347; player life: 0; enemy life: 90.0; time: 216

RUN: run status: enemy: 8; fitness: 30.557582289478205; player life: 0; enemy life: 60.0; time: 231

PARAMETER CHANGE: enemies = [1]

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.801502968734173; player life: 0; enemy life: 80.0; time: 181

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.801502968734173; player life: 0; enemy life: 80.0; time: 181

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.801502968734173; player life: 0; enemy life: 80.0; time: 181

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.801502968734173; player life: 0; enemy life: 80.0; time: 181

RUN: run status: enemy: 1; fitness: -5.25227342804663; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: 12.801502968734173; player life: 0; enemy life: 80.0; time: 181

PARAMETER CHANGE: enemies = [2]

RUN: run status: enemy: 2; fitness: 92.37964417492167; player life: 76; enemy life: 0; time: 185

RUN: run status: enemy: 2; fitness: 88.15014399275047; player life: 32; enemy life: 0; time: 156

RUN: run status: enemy: 2; fitness: 92.37964417492167; player life: 76; enemy life: 0; time: 185

RUN: run status: enemy: 2; fitness: 88.15014399275047; player life: 32; enemy life: 0; time: 156

RUN: run status: enemy: 2; fitness: 92.37964417492167; player life: 76; enemy life: 0; time: 185

RUN: run status: enemy: 2; fitness: 88.15014399275047; player life: 32; enemy life: 0; time: 156

RUN: run status: enemy: 2; fitness: 92.37964417492167; player life: 76; enemy life: 0; time: 185

RUN: run status: enemy: 2; fitness: 88.15014399275047; player life: 32; enemy life: 0; time: 156

RUN: run status: enemy: 2; fitness: 92.37964417492167; player life: 76; enemy life: 0; time: 185

RUN: run status: enemy: 2; fitness: 88.15014399275047; player life: 32; enemy life: 0; time: 156

PARAMETER CHANGE: enemies = [3]

RUN: run status: enemy: 3; fitness: 21.648141866523932; player life: 0; enemy life: 70.0; time: 211

RUN: run status: enemy: 3; fitness: 12.956574883080753; player life: 0; enemy life: 80.0; time: 155

